ref,pred,bleu
please pass me after making those three numbers the same . , are the problem . ,0.14612588611198102
let me know the shop phone number and address . , you are . ,0.07368276169123442
tell me what thickness you want after discussing with client . , you are not to korea . ,0.3302232277439296
please tell me if there is any wrong expression in my english . , do you have to do . ,0.19896894256029013
i especially want you to visit the scene . , you have to be good . ,0.510029457493824
tell me when i should get off at diamond head . , do you have . ,0.12287673380733741
please let me know your next schedule . , you are . ,0.14351442318493668
i want to make a reservation for two to go to korea . , do you have to work . ,0.23661528215726477
please let there be only happy days for my family . , we are not very important . ,0.27768352844338134
please check that if it is sent to our bank . , do this is here . ,0.23953094040783438
please check if your bank has received any notice . , you are . ,0.07368276169123442
please go to entrance for plane for korea . , do you have to work . ,0.4608636396914616
let me know if there s an another debt at other banks . , do you have to work . ,0.19896894256029013
please send us a copy of the bank statement . , is the best . ,0.18762935180380186
make sure you keep the log when a problem . , do you have to be a lot . ,0.6094445482670285
please explain the fault situation in detail . , you are not . ,0.2601300475114445
please send it with the invoice i requested previously . , you will do . ,0.15777684932819508
at least tell me the size of the product you are expecting . , you have to be very important . ,0.310263420349682
give me the hamburger each . , do not have a problem . ,0.6389431042462724
tell me after you guys talk to each other . , you have to be good . ,0.43173061492439624
study hard so you can help me next time . , do you have to have . ,0.39011264866539486
make it look as if there is a lot of hair . , are is there to be . ,0.30934850332660563
please let him know that i want to talk about his retirement . , i have to be not . ,0.261857854688235
please understand your mother and her . , i have to be . ,0.4482700320176827
ask me again if you don t understand . , you don t have to be late . ,0.34665771270955187
squeeze a amount and apply on your eyebrows . , the is is . ,0.2025894847023147
please select a date and confirm your reservation . , you will have a lot . ,0.4608636396914616
please help have a lot of improvements this year . , do you have to be . ,0.39011264866539486
tell me after you finish the plan . , you are very important . ,0.43645382979233377
please send me the summary of the amounts . , you have to have . ,0.3004843884984905
please let me know if any product has to be modified . , do there is . ,0.09569649651041094
please change the name and the receipt . , you are in the future . ,0.5444460596606694
tell me the information after searching . , you will be good for me . ,0.7311104457090247
please talk to me when you are not busy . , you are going to . ,0.24601580968354606
pass it on to me through the business traveler . , do you have a lot . ,0.3280443278078623
please tell me the needs to the and the victim . , you are very important . ,0.20142070913129906
please write down in more detail about the problem . , do not have a lot . ,0.3280443278078623
tell me the part we should apply about the car . , we are not important . ,0.23953094040783438
please let us know if you have any questions . , you are . ,0.08762406445626589
please write something which is not . , you are not . ,0.30181535155045447
please confirm if this order can go to air . , do you have to be in korea . ,0.5506953149031838
please send an estimate including the cost of transportation . , are there is . ,0.15777684932819508
please check your mailbox for compensation . , do there is it . ,0.4482700320176827
let me know if are extra procedures that i should do . , you are not . ,0.11380295453101374
please tell me if i have something to do . , do you have to be too too . ,0.6548907866815301
show us that everyone can accept . , do not have to work . ,0.5408536609893481
tell us how much supply we should add . , do you . ,0.10283257773094409
please keep it until the semester starts . , you are very important . ,0.3670124608961283
please take good care of it so that we can ship . , do you have . ,0.09569649651041094
tell me what i have to revise individually . , do not have to use . ,0.34107725495137897
grant me the power to pass around . , you are not . ,0.2601300475114445
invite me when you are playing games with her . , do they have to do . ,0.3280443278078623
give me the sheet that can be performed by guitar . , do you have a lot in korea . ,0.40866465020165643
i will use the taxi so send me the address . , you have to be in korea . ,0.34718201116725705
please check again whether can be applied or not . , you are not too . ,0.2925637512788283
please send an email when you reserve next time . , do you have to work . ,0.39011264866539486
please send me the material for the training first . , do you have a best thing . ,0.4004970149398301
please show me the to decorate the bag . , do you have a lot . ,0.38753858253732953
please give me the hospital record to submit to school . , do this is the best . ,0.3302232277439296
please enter the original text which will be translated . , do this is . ,0.15777684932819508
let me know the id that a customer will use to access . , our will do . ,0.08862983010459298
when you have time please send me karaoke photos . , do you have a lot of time . ,0.4026190971287384
please just call me when you are . , do you have to do . ,0.5444460596606694
leave a text message that you want to say . , you are not good . ,0.2925637512788283
please have someone who knows how to massage do . , do you have to be . ,0.4639247374454443
if possible please don t ship the goods separately . , don t only to be . ,0.288715663092199
i want one cafe mocha and one cappuccino . , are the most important to me . ,0.46199933699457096
you have to tell me your number if you come to korea . , do you have to be in korea . ,0.2460389949106234
yes please give me one bottle of and some fruit . , do you have . ,0.12287673380733741
call me if i didn t make any mistake . , don t you have to do . ,0.476273899703797
tell me whether i made a mistake . , i don t have to do . ,0.6337834876616586
please make it looks like it s been sealed . , you are . ,0.07368276169123442
please send me again the english newspaper . , you have to be good . ,0.45782273986766686
please let me know your husband s korean cellphone number . , do you have to work . ,0.27768352844338134
please understand me if i have a shortage . , do you have to be too . ,0.5494128986804837
pleas stop the car once on the way . , do you have to work . ,0.38753858253732953
please put a bottle of water in the refrigerator every day . , do you have to work . ,0.23505403213046533
if i go back to korea then give me a hug at that time . , is it is not too not . ,0.19605997334125028
if my words are wrong do not hesitate to correct them . , do you have to do . ,0.30934850332660563
send me everything except the amount that we need . , you have to be very important . ,0.4004970149398301
send me the document that your company corrected . , you are in korea . ,0.3004843884984905
please arrange the things we request immediately . , we are not . ,0.30934850332660563
please make the same paper that we chose . , do not have a lot . ,0.38753858253732953
please check whether the length is exact or not . , do you have a lot . ,0.3280443278078623
please tell that dad loves her . , i have to be a lot . ,0.6147881529512643
please write out what we have just discussed . , we are not very . ,0.35733817274964674
please give me something cold to drink . , do you have a lot . ,0.45782273986766686
and please send the requested data as soon as possible . , have to be in the future . ,0.4128713178810563
i d like to apply for the same route as yours . , do you have to be . ,0.27952792741962756
keep the same keynote as a previous page . , do not have to use . ,0.38753858253732953
so please find me as soon as possible . , you have to be . ,0.3004843884984905
so please send me the requested sample as soon as possible . , do you have to work . ,0.23505403213046533
please write down some messages in english for eric . , do you want to be good . ,0.4004970149398301
how do you feel about the sightseeing in so far . , do you have to work . ,0.24439253249722204
please pay attention on pulling in the lead time . , you have to be good for me . ,0.4630777161991027
give me a piece of cake with a cup of americano . , do there is a problem . ,0.27952792741962756
please give one cup of americano with adding one more shot . , do you have a lot . ,0.23505403213046533
therefore please propose the reasonable price . , the is is the problem . ,0.6431870218238024
give me your information for your reservation . , you have to have . ,0.3670124608961283
later give me a sexy picture please . , do you have a lot . ,0.5444460596606694
send me the documents we have exported . , do not have a lot . ,0.5444460596606694
send me with products which i ordered . , do you have a week . ,0.45782273986766686
tell me the reason why some odd things got inside . , it is no problem . ,0.20142070913129906
please call me whenever you have a question . , do you have to do . ,0.34107725495137897
please let me know if there s something else you need . , do there is . ,0.11380295453101374
please let me know a famous state university in america . , do the most in korea . ,0.3302232277439296
please write your questions on leisure . , do you have . ,0.33401359264888447
you should give the money from the sales to my parents . , you are very good . ,0.1961113472255835
if you have any question contact me . , you are not good . ,0.43645382979233377
if you agree with me please say yes . , you are too . ,0.24092085663272753
please keep the date of payment after considering it . , you are it . ,0.14256747717620566
please send this to the supplier as soon as possible . , you are it . ,0.12287673380733741
please put the ribbon on the exact place . , do you have to be in korea . ,0.5247357977607321
give hope to many people by your precious writings . , you are very very good . ,0.3280443278078623
please give me your accurate id again . , you are . ,0.14351442318493668
please give me your schedule information available . , you are your problem . ,0.43645382979233377
please inform us of the important expressions of that day . , do there are . ,0.12287673380733741
if you need additional documents please ask us . , you are going to korea . ,0.4608636396914616
give me a temporary bed for children . , i have to do . ,0.3670124608961283
please confirm the necessary quantity . , you are not good . ,0.5475182535069453
let me know the available number for reservation please . , you are going to korea . ,0.3280443278078623
let me know the size of the poster you need . , you are it . ,0.14612588611198102
send me the detail that you understood through message . , you will have to work . ,0.39011264866539486
send me a circuit design if you prepare it . , you have to be too . ,0.39011264866539486
tell me one of the problems that you solved . , do you have to be good . ,0.476273899703797
tell me the number of the samples that you need . , you are not . ,0.14612588611198102
please tell me how much money you need . , you are not too . ,0.35733817274964674
please send me the file you have created by taking pictures . , you are going to me . ,0.30934850332660563
please check to whom the product was delivered . , do you have to work . ,0.4608636396914616
please speak slowly as much as you can . , you are not too . ,0.35733817274964674
please approve materials that are available for approval . , are the problem . ,0.24092085663272753
please upload a video that you appear in . , the is is in the future . ,0.5494128986804837
please tell me when you are available . , do you have to work . ,0.5444460596606694
at least send the picture that you shot please . , you are too . ,0.18762935180380186
you can take care of that after the more urgent issues . , you have to be . ,0.1961113472255835
please add some so that email isn t restricted . , you are not . ,0.15777684932819508
please write on the receipt as if one person had a meal . , do you have a lot . ,0.23661528215726477
please understand if there is a rude expression . , do not have to be a lot . ,0.6240195441936915
i am sorry but give me one more sheet of paper . , i have to be too . ,0.27952792741962756
please let me know the fastest shipping date . , the is . ,0.12228923309170908
please send a cable as fast as you can . , it is the best . ,0.24601580968354606
please show your student id card here . , do you have . ,0.2601300475114445
tell me your timetable on this semester . , you are too . ,0.2601300475114445
please check this for me semester starts from the next week . , do our problem . ,0.09569649651041094
please let me know how to go to university . , do there are . ,0.15777684932819508
yes one popcorn and a coke please . , do you have . ,0.2601300475114445
please let me know god s will in me . , you are very important . ,0.24601580968354606
one cappuccino and one americano please . , do you have . ,0.33401359264888447
then send me a message after you check it . , you have to be a week . ,0.5270837136273565
let me know if there are any documents she did not hand in . , do they have to work . ,0.16842357369809585
since my leg hurts please don t do the water movement . , do not have a lot in korea . ,0.42888194248035344
i m not that good at english so please understand me . , do you have . ,0.09569649651041094
tell us the agent or partner that you people trust in iran . , you are in korea . ,0.17769149510481475
please advise me if she prefers any type of trip . , do she will be very . ,0.3302232277439296
please help her to properly . , do they have . ,0.42888194248035344
please tell me if there is a problem again . , do you have to be . ,0.3280443278078623
please send me the terms of contract you re . , do you have to work . ,0.39011264866539486
if you need a hint always let me know . , you are very hard . ,0.2925637512788283
please understand my urgent contact . , you have to have . ,0.5475182535069453
send me after it clearly please . , do it is it . ,0.5330859115179258
and please do not get me wrong and understand how i feel . , don t have to do . ,0.23661528215726477
and if it is possible teach me some spanish . , do there is . ,0.18762935180380186
please let me know how to use a laundry machine . , do there is . ,0.12287673380733741
please tell me if you want to work . , do you have to be good . ,0.6080253214198359
please contact me if you have assignments or any announcement . , do you have to be in korea . ,0.33065331125965697
please send a mail briefly in english . , do you have to work . ,0.45782273986766686
if you want any additional modification feel free to tell . , do you have to be too . ,0.45691722266180906
put some ice pack on it to prevent swelling . , there is no time . ,0.24601580968354606
let me know the place where i can buy a ticket . , do there is . ,0.09569649651041094
put everything except the salmon . , do not have to work . ,0.6389431042462724
people who prefer domestic please raise your hand . , do his is . ,0.2025894847023147
please send it again after the of rotation . , you will do . ,0.2025894847023147
please select the flag of your language . , i have to do . ,0.3670124608961283
please check the document once again before sharing . , you will be too . ,0.3004843884984905
please type in the exact when we show you number . , do you have to work . ,0.3302232277439296
but please show it to me to be fair . , do there is . ,0.15777684932819508
if there isn t please make a reservation to that room . , is it is not too too . ,0.30096441267171586
please change the size of this picture to another size . , do you have to work . ,0.3302232277439296
please stop assuming and respect our opinions . , do you have to do . ,0.45782273986766686
please send me the revised estimate sheet quickly . , you have a good time . ,0.38753858253732953
please let me be on standby and work here . , you are very important . ,0.24601580968354606
so please tell us your phone number if it is possible . , do there is it . ,0.2170328822226251
please go to the domestic arrival . , do you have . ,0.33401359264888447
help me to call someone who can speak korean well . , do you have to do . ,0.3302232277439296
show me the picture of you playing basketball next time . , do you have to work . ,0.3302232277439296
please make them practice speaking . , do not have a lot . ,0.6389431042462724
please call me any time as i m standing nearby . , do you have to be here . ,0.34718201116725705
please let us know if there is a problem through customs . , are there is . ,0.09569649651041093
please understand our urgent situation on the production . , do this is not . ,0.3004843884984905
please donate first and request later . , do you have to work . ,0.5408536609893481
you make sure it is done correctly . , you are too . ,0.30934850332660563
please send the products to the proceeding container . , do you have to work . ,0.4608636396914616
if there s any please let me know . , you are not . ,0.2025894847023147
divide the floor plan and deliver it again please . , have the best of . ,0.2925637512788283
you should hurry to check the contents . , you are this problem . ,0.43645382979233377
let me know the remittance date considering it . , do you do . ,0.2025894847023147
please deliver the product safely and accurately . , do you have to . ,0.3670124608961283
please send me a document after the product . , do you have to work . ,0.38753858253732953
please complete the product and send me the detailed photo . , do you have to work . ,0.27768352844338134
please prepare a brief to introduce yourself . , do you have to be a lot . ,0.7825422900366437
i would like to see you work out as well . , you are too . ,0.14612588611198102
please introduce the best cases that you can think of . , do you have to be a lot . ,0.4859869096699081
let me know that schedule if you can reply . , you are not very . ,0.2925637512788283
let me know what kind of apartment you would like to use . , you are . ,0.03223509186534155
let me know if you do not feel comfortable or need something . , you are not good . ,0.17769149510481475
let me join in all the groups you are participating . , you are very in korea . ,0.2626168669837226
contact me through email if this is possible . , you are not too . ,0.3004843884984905
time is running out so please arrange it to another time . , do you have time . ,0.13867166349083973
tell me if you have something you haven t said . , do you have to do . ,0.24439253249722204
make sure the product to be delivered safely . , there is . ,0.10283257773094409
please review and let me know if you find any problems . , you will be okay to you . ,0.3579090209118197
please let me know your plan for remittance . , you are very important . ,0.3004843884984905
please connect your smart phone if they refuse . , do you have to . ,0.3004843884984905
please speak slowly even though you feel uncomfortable . , you are too . ,0.24092085663272753
please study hard on korean even though you are tired . , you are very important . ,0.18744309064137757
if you ran out of ice please tell the counter . , don t have to be . ,0.27768352844338134
if you are returning please give this to park . , do you have . ,0.18762935180380186
please reply me after you check the email . , you will be done . ,0.35733817274964674
check the receipt and give me that money . , you will be very important . ,0.38753858253732953
if you buy a phone tell me your number . , you are in the best . ,0.39011264866539486
i m sorry but please send these materials to korea again . , you will be in korea . ,0.27952792741962756
please give me a plastic bag i m trying to wrap it up . , you are not good . ,0.11054202892156728
please request if you need a guard for your bed . , you are too . ,0.14612588611198102
let me know if you need to order again . , do you are . ,0.18762935180380186
please give me feed required for fishing . , do you have to work . ,0.45782273986766686
please send me the sample which was beforehand . , you have to be . ,0.3004843884984905
first explain about the program . , do there to be in korea . ,0.6147881529512643
if someone brings my golf club please keep it . , do you have a lot . ,0.3280443278078623
move my bag to the front of the front desk . , do you have a house . ,0.27768352844338134
please tell the teacher that i m sick . , that is is . ,0.24092085663272753
i don t want this product please refund it . , do this is here . ,0.2925637512788283
so please send me items in advance . , do you have . ,0.2601300475114445
let me know of the picture or the product name . , do there is it . ,0.20142070913129906
please give this ginseng product to sam wang . , the is is in korea . ,0.38753858253732953
please drop me off across . , do you have . ,0.42888194248035344
when i use wrong expression please understand me . , you are not too . ,0.3004843884984905
please pass me a shipment schedule in yellow . , are the most of korea . ,0.38753858253732953
please leave my phone number on the box . , do you have to work . ,0.38753858253732953
please leave your mobile phone number to my husband . , you are your class . ,0.2925637512788283
please tell that this item is included . , there is the most important . ,0.5444460596606694
do discard this card and send me a new card . , do this is this . ,0.2650845609581655
please ignore mail sent yesterday . , you are here . ,0.42888194248035344
request friends on facebook only for friends . , do you have to study . ,0.45782273986766686
please send paper invoice to my mail . , you will be in the future . ,0.5329462628216854
please send me all the confirmed color samples . , do there is a problem . ,0.38753858253732953
please preparing for lots of robe and slippers . , do there is a lot . ,0.38753858253732953
please get two slippers to the room . , do you have to work . ,0.5444460596606694
please send me the changed super document . , you have to be . ,0.3670124608961283
fill in the blanks after checking the file i sent you . , you will be good for me . ,0.3579090209118197
please refer the attachment below . , do it is possible . ,0.5475182535069453
if you didn t receive all file contact me . , you are not going to me . ,0.3367765041827165
please put the ham and cheese omelet . , are the most important . ,0.43645382979233377
please dye this fabric to color blue . , we are not in korea . ,0.45782273986766686
please change this juice to pineapple juice . , do there s . ,0.2601300475114445
let me know my house s wifi password . , do this is possible . ,0.3004843884984905
let me know the possible meeting dates . , you will do . ,0.2601300475114445
please don t open the ticket sale to yet . , do you have to korea . ,0.39011264866539486
if so please check the price for the stickers . , don t have to do . ,0.3280443278078623
please carry the ticket when you are moving . , do you have a lot . ,0.4608636396914616
correct the errors in the letter if there s any . , you are very important for you . ,0.34718201116725705
please correct if what i m saying is wrong . , you are going to . ,0.24601580968354606
please correct my grammar as soon as it is wrong . , you are it . ,0.14612588611198102
let me know if there s something wrong in my opinion . , you are . ,0.037829991229878616
please open the curtains in my room . , is the best to korea . ,0.5444460596606694
could you please check the updated list . , you have to be in korea . ,0.6337834876616586
please add four more websites and claim for that . , you are in korea . ,0.24601580968354606
please proceed dying solid first by referring the comments . , you are going to the first . ,0.5270837136273565
and please confirm the best due date . , do is very important . ,0.3670124608961283
twin bed room for both of our rooms please . , do many things . ,0.15777684932819508
instead keep making progress for the test . , do there to be there . ,0.45782273986766686
please come to korea again to have another concert . , do you have to work . ,0.43173061492439624
please write down your comment on the paper . , do there is . ,0.2025894847023147
leave the result immediately after you have done the test . , you are better . ,0.14612588611198102
please send me the elements and data when your test is done . , you have to be in korea . ,0.260899397956404
please ensure whether our test code has been . , do you have to work . ,0.38753858253732953
please do not update while you re testing . , do you have to have . ,0.510029457493824
please proceed digital printing in a hurry . , is the most important to korea . ,0.5329462628216854
please bring the empty plates to the return window . , is the best . ,0.18762935180380186
call me again in case you can t contact him . , don t be good to you . ,0.45691722266180906
please tell me if you can have a video call . , do you have to be too too . ,0.5378329261427206
please recommend me traditional dishes of new zealand . , do there are the most . ,0.38753858253732953
please tell me your kakao talk id . , you are very very much . ,0.45782273986766686
let me know why the items below were canceled . , do not this problem . ,0.24601580968354606
please tell her that she should come to the hotel . , you have to be a first time . ,0.4859869096699081
give me the room where i can see the hotel . , do there s the best . ,0.3302232277439296
please tell me how to get there from incheon hotel . , do you have . ,0.12287673380733741
buy a lot of ice cream for your brother . , you have to be in korea . ,0.4004970149398301
i will explain show me the script . , do you have to work . ,0.45782273986766686
tell us the english level test result by message . , do you have a lot in korea . ,0.4630777161991027
please go on that way as i would pay for money . , do you have to have . ,0.23505403213046533
if you can t teach me tennis that day let me know . , you are not not to do . ,0.310263420349682
please remove the two steak sauce . , are the most important . ,0.5330859115179258
and please teach me a lot of chinese . , do you have to be . ,0.38753858253732953
please say that i will give what they want so no worries . , i don t have to be . ,0.310263420349682
please send the folder to me immediately . , you have to be it . ,0.5444460596606694
please notice the details of as soon as fast . , do there . ,0.07368276169123442
please make it ready on the table in front of the front desk . , do not have the place . ,0.20029051217596075
please send me again i will exchange it . , you are . ,0.10283257773094409
from next examination please do better in paper works . , you are not . ,0.15777684932819508
please keep in mind this from the next order . , do you have . ,0.15777684932819508
please be aware that color may vary depending on the monitor . , are the most important . ,0.1961113472255835
please wait until other friends choose their own menu . , is is too . ,0.15777684932819508
tell me if you decide one of two things . , do you have a lot . ,0.39011264866539486
help me if i disappear from typhoon . , do you have to have . ,0.45782273986766686
if you are interested in the attached catalog please reply . , you are very important . ,0.18744309064137757
please quote for the following activated carbon . , do you have . ,0.2601300475114445
please send a sample to an empty bus terminal shirt tie . , do you have a new product . ,0.3579090209118197
please describe shortly about what you think of chinatown . , do our is . ,0.15777684932819508
please come here after riding two times and resting . , do it is very important . ,0.3280443278078623
please give me the correct tracking number . , do you have . ,0.2601300475114445
please send me fork and spoon . , are the most important to korea . ,0.6147881529512643
please pass this wallet on to chris . , do this is . ,0.30934850332660563
please take me to the hotel near the airport . , do you have a lot . ,0.3280443278078623
take me cookie there and a cup of coke . , do there to be in korea . ,0.476273899703797
confirm the coupon code on email . , do there is the problem . ,0.6431870218238024
please do not use the words that offend the other . , are is important . ,0.12287673380733741
please bring a pizza of cheeze cake sand large size . , do there is the best . ,0.27768352844338134
please send the sample again in the color that is permitted . , you have to be a month . ,0.30096441267171586
give your with the memo . , are the most important to korea . ,0.7311104457090247
first please decide the size of protection cover . , do you have a lot . ,0.38753858253732953
please send me your picture through kakaotalk . , do you have to work . ,0.45782273986766686
please come to the working area to check the time cart . , you are in korea . ,0.16490932887256968
if you have a catalog by any chance please send that as well . , you are very important . ,0.1314573673003644
please put ten dollars in this gift card . , do not have the philippines . ,0.38753858253732953
so please combine this card and the card i used . , do not have a new place . ,0.34718201116725705
please register the children card . , are much is not to korea . ,0.6147881529512643
please check a ticket that goes back to jakarta on thursday . , you have to go to korea . ,0.3579090209118197
scan or take a picture and send it to me . , is it is good for me . ,0.2919441086311216
yes please introduce me another friend . , do you have to work . ,0.5408536609893481
treat me seriously as your boyfriend . , do you have to work . ,0.5408536609893481
so talk about more details with my friend . , do you have been my friend . ,0.30895757752065417
give me a spot with a good view near a river . , do you have a lot in korea . ,0.42888194248035344
please give me one size small red skirt . , do you have a lot . ,0.38753858253732953
when the internet gets installed call me sometimes . , do you have to work . ,0.38753858253732953
please make kimchi fried rice in the evening . , are is important to korea . ,0.38753858253732953
send me a blueprint that matches with the data . , do not have a problem . ,0.39011264866539486
please let me know if you want to cancel the reservation . , don t do not to do there . ,0.42888194248035344
if it is hard to cancel a part please cancel all . , are the most important time . ,0.23505403213046533
come to me if you can when you are on the way to work . , you are very important . ,0.08422360974882068
please send us new samples with lower . , do you have . ,0.2601300475114445
please let us know the price for adding navigation . , do you are . ,0.15777684932819508
i don t want to get friend requests from foreigners . , do this is . ,0.12287673380733741
please send cargo to final destination . , you are going to korea . ,0.6431870218238024
please instruct well on your best even though it is hard . , i have to be good . ,0.23505403213046533
please send the copy after taking a picture with your phone . , do you have a house . ,0.27952792741962756
please be aware that the price is for entry level . , do not have the philippines . ,0.3302232277439296
add new ideas or changes on ordinary structure . , do you have to be a lot . ,0.5247357977607321
notice me the specific address of the place . , do you have . ,0.2025894847023147
include this when i check out please . , do you have to work . ,0.45782273986766686
please call me after checking shops . , you are it . ,0.33401359264888447
please let me know if the staff is changed . , you have to have . ,0.24601580968354606
please prepare a room as my previous request . , do there is the best . ,0.38753858253732953
please reflect what i asked before . , do you have to be in korea . ,0.5946035575013605
please call the housekeeper who cleaned this morning . , do you have to go . ,0.38753858253732953
please send the invoice i requested last week . , the is is possible . ,0.35733817274964674
give me something that nothing is added . , do you have . ,0.2601300475114445
refer to the attached wire transfer list file . , you are . ,0.10283257773094409
please take look at the attached file . , you will do . ,0.2601300475114445
please ignore the previous attachment file i sent . , you are not . ,0.2025894847023147
please use the documents attached for customs clearance . , do you have . ,0.2025894847023147
please check blueprint of steel frame additionally . , do there is it . ,0.3670124608961283
if possible please speak clearly . , do you have to work . ,0.6389431042462724
please confirm if what we have to develop is shown below . , do you have . ,0.11380295453101374
make me happy also tomorrow like today please . , i have to be here . ,0.38753858253732953
give me the contact of the manager . , you are not in korea . ,0.45782273986766686
teacher please recommend me an english book . , do you have to be a job . ,0.5946035575013605
show him to our room if he looks for us . , we have to be a lot . ,0.4128713178810563
i can t find the hotel so please send me someone . , you are not good to you . ,0.30096441267171586
please tell me when you go get the money . , you are not to do . ,0.39011264866539486
please pass on my work to charles . , do you have to work . ,0.6025286104785453
other things are fine but just clean the bathroom please . , there is no time . ,0.20142070913129906
if the teacher is okay please check what she ate . , i have to be . ,0.20142070913129906
if the arrives tell me the arrival time . , do you . ,0.10283257773094409
please go to hotel in wan hong kong . , do you have to go to korea . ,0.42456725576936255
please roll up the child s sleeves while i bring cold water . , i have to be good at the future . ,0.487191740069029
send me the picture we took together yesterday . , you are going to korea . ,0.38753858253732953
insert one end of bracelet into another to connect them . , do there is it . ,0.20142070913129906
please look forward to first toycom question special . , i have to be here . ,0.4608636396914616
please check the delivery date again . , you are the best time . ,0.6431870218238024
please change the invoice date to today s date . , you are going to korea . ,0.39011264866539486
i would like to have a bed far away from the door . , are the most important . ,0.16056239100113953
please report the progress every week . , do this is this . ,0.4482700320176827
if you have my body picture on your phone send me . , you are going to korea . ,0.27952792741962756
please take a photo of contents and send it to me . , is the best time . ,0.16490932887256968
tell me when the schedule is confirmed . , you have to be good . ,0.45782273986766686
please use the conductor s photo which i sent last time . , you have to be good . ,0.23505403213046533
please confirm the attachment with schedule and pictures . , do you have a lot . ,0.38753858253732953
please capture the receipt and send it to me . , you have to be a time . ,0.476273899703797
send me your picture when you have tattoo . , do you have time . ,0.27963223202101833
please attach videos and photos if possible . , do there is a problem . ,0.45782273986766686
if possible please make the photo bigger . , do you have to be good . ,0.5329462628216854
please tell me if there is korean worker . , do you have . ,0.2025894847023147
give me the answer about the mail below until today morning . , you are going to korea . ,0.23505403213046533
throw away the zipper you got earlier . , is is there . ,0.2601300475114445
don t worry too much and tell me your another phone number . , don t you need to do . ,0.21938936848339244
i know that you are in a hurry but please wait one more day . , i have to be good . ,0.16954225822593183
inform me with your decision by day after tomorrow . , you are . ,0.07368276169123442
please send the car to the train station . , do you have a lot . ,0.38753858253732953
please recommend me some areas in america . , do we have like this . ,0.45782273986766686
please check the door is closed again . , you have to be a month . ,0.5329462628216854
please pick me up from the airport . , you have to be good . ,0.45782273986766686
please give rooms not separated too far from each other . , do there is a lot . ,0.27768352844338134
please understand me even if speak impolite english . , i have to do not . ,0.38753858253732953
please let me understand that english is not difficult . , don t you . ,0.15777684932819508
please help me even though english is hard for me . , do you have to be good . ,0.34718201116725705
please let us have a happy time without a fight . , do not have to be a job . ,0.5378329261427206
please check it if it can be paid or not . , don t have to do . ,0.27768352844338134
please pray for my mother to stay within lord forever . , it is the best . ,0.20142070913129906
and please send the rest of them at the end of the march . , is the best in the future . ,0.29765372490051634
please use the image of the aircraft as a background image . , are the best in korea . ,0.27952792741962756
for drinks i would like two of . , do there are the most . ,0.45782273986766686
please confirm that whether this picture is eraser or not . , do you have to work . ,0.27768352844338134
listen to my story with tolerance . , do you have . ,0.33401359264888447
give us a wisdom and help us to on the lesson . , do not have a lot . ,0.27952792741962756
please enjoy the samples with your eyes and don t touch them . , you are very important . ,0.13501633901742352
please let me know whether it is related . , do you are . ,0.2025894847023147
please check in advance whether this works . , is the problem . ,0.2601300475114445
if yet please reconsider my suggestion of the last time . , you will be too . ,0.20142070913129906
please keep our luggage until check in . , you are too . ,0.2601300475114445
do not use in the microwave or . , do there is it . ,0.43645382979233377
please throw used toilet paper into the bowl . , are there is . ,0.2025894847023147
god please help us to be safe until we arrive . , you are too . ,0.12287673380733741
enjoy tonight and contact me please . , you are too . ,0.33401359264888447
please make today an enjoyable day . , do you have a lot . ,0.5408536609893481
please make release progress a priority . , do there is it . ,0.4482700320176827
leave a message after choosing the type and size . , you are is good in korea . ,0.4004970149398301
give me a grande sized ice americano . , do you have . ,0.2601300475114445
please confirm the schedule below . , do this is possible . ,0.5475182535069453
please let us know when you set a specific schedule . , you will do . ,0.14612588611198102
please keep cash and valuables with your teacher . , do it is in korea . ,0.38753858253732953
i will send the money so tell them to start production . , you will be good . ,0.1961113472255835
i ll help you so keep your pose as much you can . , you have to be good . ,0.23661528215726477
please notify after setting up next time s schedule . , you are in the best . ,0.3280443278078623
please check the summer schedule . , do you have to korea . ,0.6389431042462724
please deliver my daughter s prepared materials . , my is is . ,0.30934850332660563
please give me a call if you forgive me . , don t you have to do . ,0.476273899703797
when you re able to depart please message . , do you have a lot . ,0.4608636396914616
put your stuff up there and walk slowly towards there . , you have to be in korea . ,0.34718201116725705
let me know if you know the name or address . , do you have . ,0.14612588611198102
make sure they can be supplied after the casting . , are that there is . ,0.24601580968354606
please have classes with different themes . , do not have to use . ,0.6431870218238024
please cancel the purchase and give me the cancel receipt . , you are not good . ,0.20142070913129906
please erase the child s arm injection . , do many people . ,0.2601300475114445
please keep us to be safe and healthy during this week . , is the most important to korea . ,0.3579090209118197
please give me a lot of cheering and keep an eye on me . , you have to be a lot . ,0.19018379497840193
please come to the parking lot behind the building . , do you have a lot . ,0.39011264866539486
lord please make the people around me happy . , you are very important . ,0.3004843884984905
let me get my money within a week . , you are not too . ,0.3004843884984905
otherwise please make it other days except for next tuesday . , you are going to korea . ,0.27768352844338134
please resend after including one more week s pay . , you will be good . ,0.24601580968354606
please give me the menu so that i can order more dishes . , do there to be a lot . ,0.260899397956404
send an email about which day will be fine . , do you have to work . ,0.3280443278078623
if you have other good ways please let me know . , do you have to do . ,0.24439253249722204
the weather is bad so please receive this stuff . , do it is very important . ,0.39011264866539486
tell him that i want to finish my work nicely . , i have to be good . ,0.3654520756092885
please click the like button on my picture . , do not have a lot . ,0.38753858253732953
if it is possible please inform your convenient time and day . , do you have . ,0.09569649651041094
